id,"name",artist_id,"created_at","updated_at",display
263,"ミステリーナイト！",3,"2015-11-15 19:13:39","2015-11-15 19:13:39",1
264,"地球は今日も愛を育む",3,"2015-11-15 19:13:39","2015-11-15 19:13:39",1
265,"嗚呼 すすきの",3,"2015-11-15 19:13:39","2015-11-15 19:13:39",1
266,"か〜てぃんこ〜るんるん",3,"2015-11-15 19:13:39","2015-11-15 19:13:39",1
267,"ONE DAY",3,"2015-11-15 19:13:39","2015-11-15 19:13:39",1
268,"叙情組曲「スマイルファンタジー」",3,"2015-11-15 19:13:39","2015-11-15 19:13:39",1
269,"乙女の逆襲",3,"2015-11-15 19:13:39","2015-11-15 19:13:39",1
270,"大器晩成",3,"2015-11-15 19:13:39","2015-11-15 19:13:39",1
271,"魔法使いサリー",3,"2015-11-15 19:13:39","2015-11-15 19:13:39",1
272,"臥薪嘗胆",3,"2015-11-15 19:13:39","2015-11-15 19:13:39",1
273,"七転び八起き",3,"2015-11-15 19:13:39","2015-11-15 19:13:39",1
274,"ドンデンガエシ",3,"2015-11-15 19:13:39","2015-11-15 19:13:39",1
275,"出すぎた杭は打たれない",3,"2015-11-15 19:13:39","2015-11-15 19:13:39",1
276,"わたし",3,"2015-11-15 19:13:50","2015-11-15 19:13:50",1
277,"大きな愛でもてなして",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
278,"即 抱きしめて",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
279,"わっきゃない(Z)",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
280,"まっさらブルージーンズ",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
281,"桜チラリ",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
282,"JUMP",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
283,"僕らの輝き",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
284,"That's the POWER",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
285,"通学ベクトル",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
286,"ディスコ クイーン",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
287,"夏DOKI リップスティック",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
288,"めぐる恋の季節",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
289,"美少女心理",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
290,"都会っ子 純情",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
291,"私立共学",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
292,"LALALA 幸せの歌",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
293,"最高級のエンジョイGIRLS",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
294,"スイーーツ→→→ライブ",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
295,"乙女COCORO",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
296,"ほめられ伸び子のテーマ曲",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
297,"ドドンガドン音頭",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
298,"晴れのプラチナ通り",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
299,"イメージカラー",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
300,"涙の色",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
301,"ダーリン I LOVE YOU (℃-ute Ver.)",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
302,"「忘れたくない夏」",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
303,"江戸の手毬唄II",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
304,"FOREVER LOVE",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
305,"セブンティーンズ　VOW",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
306,"One's LIFE",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
307,"約束は特にしないわ",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
308,"SHINES",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
309,"Big dreams",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
310,"★憧れ My STAR★",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
311,"Yes! all my family",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
312,"愛してる 愛してる",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
313,"青春ソング",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
314,"Bye Bye Bye!",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
315,"Go Go Go!",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
316,"暑中お見舞い申し上げます",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
317,"「残暑 お見舞い 申し上げます」",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
318,"愛は勝つ",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
319,"甘い罠",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
320,"EVERYDAY 絶好調!!",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
321,"生きようぜ！",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
322,"SHOCK!",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
323,"夢があるから",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
324,"四月宣言",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
325,"The Party!",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
326,"嗚呼 恋",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
327,"君の戦法",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
328,"Lonely girl's night",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
329,"立ち上がれ 乙女達",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
330,"キャンパスライフ〜生まれて来てよかった〜",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
331,"これ以上 嫌われたくないの",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
332,"Danceでバコーン!",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
333,"青春!無限パワー",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
334,"会いたいロンリークリスマス",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
335,"二十歳前の女の子",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
336,"Kiss me 愛してる",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
337,"3番ホーム 3両目",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
338,"サークル",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
339,"別れたくない…",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
340,"ルルルルル",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
341,"いざ、進め! Steady go!",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
342,"Midnight Temptation",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
343,"超WONDERFUL!",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
344,"FARAWAY",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
345,"桃色スパークリング",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
346,"世界一HAPPYな女の子",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
347,"偉大な力を！",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
348,"嫌いで嫌いで嫌い",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
349,"都会のネオンが驚くくらいの美しさがほしい",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
350,"青春劇場(℃-ute Ver.)",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
351,"幸せの途中",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
352,"ズンタカマーチ〜人らしく生きよう〜",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
353,"ひとり占めしたかっただけなのに",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
354,"輝け！放課後",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
355,"行け！元気君",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
356,"「愛はいつもいつも」",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
357,"君は自転車 私は電車で帰宅",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
358,"最高ミュージック",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
359,"悲しきヘブン",1,"2015-11-15 19:14:05","2015-11-15 19:14:05",1
360,"会いたい 会いたい 会いたいな",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
361,"「大好き」の意味を教えて!",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
362,"青春ソング(2012神聖なるVer.)",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
363,"江戸の手毬唄II(2012神聖なるVer.)",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
364,"大きな愛でもてなして(2012神聖なるVer.)",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
365,"LALALA 幸せの歌(2012神聖なるVer.)",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
366,"ハエ男",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
367,"この街",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
368,"雨",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
369,"ザ☆トレジャーボックス",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
370,"Crazy 完全な大人",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
371,"私は天才",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
372,"地球からの三重奏",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
373,"あったかい腕で包んで",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
374,"誰にも内緒の恋しているの",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
375,"アダムとイブのジレンマ",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
376,"悲しき雨降り",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
377,"私が本気を出す夜",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
378,"浴びる程の愛をください",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
379,"日曜日は大好きよ",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
380,"たどり着いた女戦士",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
381,"涙も出ない 悲しくもない なんにもしたくない",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
382,"ベーグルにハム＆チーズ",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
383,"誘惑の休日",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
384,"Please, love me more!",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
385,"愛ってもっと斬新",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
386,"都会の一人暮らし",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
387,"Love take it all",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
388,"心の叫びを歌にしてみた",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
389,"悲しきヘブン (Single Version)",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
390,"The Power",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
391,"THE FUTURE",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
392,"I miss you",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
393,"次の角を曲がれ",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
394,"我武者LIFE",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
395,"The Middle Management 〜女性中間管理職〜",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
396,"嵐を起こすんだ Exciting Fight！",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
397,"ありがとう〜無限のエール〜",1,"2015-11-15 19:14:06","2015-11-15 19:14:06",1
398,"私が言う前に抱きしめなきゃね",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
399,"五月雨美女がさ乱れる",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
400,"ロマンスの途中",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
401,"初めてを経験中",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
402,"イジワルしないで 抱きしめてよ",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
403,"アレコレしたい！",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
404,"裸の裸の裸のKISS",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
405,"風に吹かれて",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
406,"ブラックバタフライ",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
407,"伊達じゃないよ うちの人生は",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
408,"背伸び",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
409,"天まで登れ！",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
410,"Ca va ? Ca va ?",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
411,"Wonderful World",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
412,"続いていくSTORY",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
413,"未来へ、さあ走り出せ！",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
414,"チクタク 私の旬",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
415,"愛のダイビング",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
416,"GIRLS BE AMBITIOUS",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
417,"選ばれし私達",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
418,"生まれたてのBaby Love",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
419,"愛・愛・傘",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
420,"CHOICE & CHANCE",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
421,"スクランブル",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
422,"鳴り始めた恋のBELL",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
423,"香水(J=J 2015Ver.)",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
424,"Magic of Love(J=J 2015Ver.)",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
425,"ラストキッス",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
426,"BABY! 恋に KNOCK OUT!",4,"2015-11-15 19:14:17","2015-11-15 19:14:17",1
427,"だってのにやってられん!",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
428,"モーニングコーヒー",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
429,"愛の種",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
430,"サマーナイトタウン",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
431,"A MEMORY OF SUMMER'98",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
432,"ワガママ",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
433,"ウソつきあんた",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
434,"どうにかして土曜日",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
435,"さみしい日",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
436,"未来の扉",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
437,"夢の中",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
438,"Good Morning",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
439,"抱いてHOLD ON ME!",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
440,"例えば",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
441,"おねがいネイル",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
442,"Memory 青春の光",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
443,"Never Forget",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
444,"Happy Night",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
445,"真夏の光線",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
446,"恋の始発列車",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
447,"ふるさと",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
448,"忘れらんない",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
449,"ダディドゥデドダディ！",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
450,"乙女の心理学",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
451,"せんこう花火",2,"2015-11-15 19:14:38","2015-11-15 19:14:38",1
452,"パパに似ている彼",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
453,"好きで×5",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
454,"NIGHT OF TOKYO CITY",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
455,"LOVEマシーン",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
456,"",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
457,"21世紀",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
458,"恋のダンスサイト",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
459,"恋はロケンロー",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
460,"DANCEするのだ!",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
461,"〜おはよう〜",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
462,"〜おやすみ〜",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
463,"「、、、好きだよ！」",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
464,"WHY",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
465,"原宿6:00集合",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
466,"おもいで",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
467,"ランチタイム 〜レバニラ炒め〜",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
468,"くちづけのその後",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
469,"愛車 ローンで",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
470,"ハッピーサマーウェディング",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
471,"通学列車",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
472,"I WISH",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
473,"あこがれ My Boy",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
474,"恋愛レボリューション21",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
475,"インスピレーション！",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
476,"Say Yeah!〜もっとミラクルナイト〜",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
477,"初めてのハッピーバースディ！",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
478,"ザ☆ピ〜ス！",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
479,"でっかい宇宙に愛がある",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
480,"DON'T STOP 人生",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
481,"恋人は心の応援団",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
482,"Mr.Moonlight〜愛のビックバンド〜",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
483,"ポップコーンラブ！",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
484,"そうだ！ We're ALIVE",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
485,"いいことある記念の瞬間",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
486,"初めてのロックコンサート",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
487,"男友達",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
488,"いきまっしょい！",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
489,"電車の二人",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
490,"本気で熱いテーマソング",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
491,"好きな先輩",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
492,"なんにも言わずにI LOVE YOU",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
493,"色っぽい女〜SEXY BABY〜",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
494,"Do it! Now",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
495,"ちょっとイカした PURE BOY",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
496,"ここにいるぜぇ！",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
497,"純LOVER",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
498,"BYE BYE最後の夜",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
499,"HEY！未来",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
500,"がんばっちゃえ！",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
501,"モーニング娘。のひょっこりひょうたん島",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
502,"宝石箱",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
503,"友達(♀)が気に入っている男からの伝言",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
504,"TOP！",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
505,"「すっごい仲間」",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
506,"強気で行こうぜ！",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
507,"女神〜Mousseな優しさ〜",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
508,"YES！POCKY GIRLS",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
509,"「すごく好きなのに…ね」",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
510,"卒業旅行〜モーニング娘。旅立つ人に贈る唄〜",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
511,"AS FOR ONE DAY",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
512,"母と娘のデュエットソング",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
513,"浮気なハニーパイ",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
514,"恋がステキな季節",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
515,"シャボン玉",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
516,"涙にはしたくない",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
517,"愛の園〜Touch My Heart!〜",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
518,"晴れ 雨 のち スキ",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
519,"Go Girl〜恋のヴィクトリー〜",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
520,"恋ING(アイエヌジー)",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
521,"先輩〜LOVE AGAIN〜",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
522,"愛あらばIT'S ALL RIGHT",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
523,"出来る女",2,"2015-11-15 19:14:39","2015-11-15 19:14:39",1
